,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,class
0,0.026926249265670776,0.21118900179862976,0.07505640387535095,0.17953211069107056,0.1218651533126831,0.11852884292602539,0.14480891823768616,0.05920761823654175,0.1296934187412262,0.013165950775146484,0.09486997127532959,0.053712278604507446,0.10322645306587219,0.001371234655380249,0.09757480025291443,0.04974976181983948,0.09397360682487488,0.08913397789001465,0.06265133619308472,0.0535469651222229,0.07036098837852478,0.0,0.07057899236679077,0.06263986229896545,0.07126042246818542,0.10816103219985962,0.031172603368759155,0.06441888213157654,0.0366818904876709,0.014968961477279663,0.045218318700790405,0.08063295483589172,0.05096423625946045,0.12486740946769714,0.0,0.08448988199234009,0.009528905153274536,0.05702000856399536,0.022645294666290283,0.10371577739715576,0.030494779348373413,0.1363249123096466,0
1,0.028652653098106384,0.21076512336730957,0.07684578001499176,0.17718005180358887,0.12284566462039948,0.11785584688186646,0.14459554851055145,0.057485431432724,0.1290968805551529,0.012203246355056763,0.09607957303524017,0.0543055534362793,0.10406287014484406,0.002119600772857666,0.09967713057994843,0.04903307557106018,0.09685470163822174,0.08875218033790588,0.06452564895153046,0.053823620080947876,0.07223166525363922,0.0,0.07182861864566803,0.063720703125,0.07175786793231964,0.11023494601249695,0.03288783133029938,0.06416276097297668,0.03897614777088165,0.014872133731842041,0.046484217047691345,0.08079153299331665,0.051441922783851624,0.12577199935913086,0.0,0.08344873785972595,0.009630367159843445,0.056306809186935425,0.02363334596157074,0.10289806127548218,0.03194321691989899,0.13531142473220825,0
2,0.026403963565826416,0.2123405933380127,0.07426795363426208,0.18037766218185425,0.12216347455978394,0.11974012851715088,0.14510715007781982,0.0601479709148407,0.12869834899902344,0.014556825160980225,0.0952659547328949,0.056412190198898315,0.10431954264640808,0.0037509799003601074,0.09798327088356018,0.04958611726760864,0.0945376455783844,0.08987143635749817,0.06341704726219177,0.05574330687522888,0.0714879035949707,0.0,0.0701138973236084,0.060210853815078735,0.07077014446258545,0.10718876123428345,0.0316394567489624,0.06565499305725098,0.03793904185295105,0.01636311411857605,0.04473543167114258,0.08111655712127686,0.05063605308532715,0.12642258405685425,0.0,0.08440956473350525,0.010547339916229248,0.060463160276412964,0.022247374057769775,0.10815253853797913,0.029979854822158813,0.14191019535064697,0
3,0.026403963565826416,0.2123405933380127,0.07426795363426208,0.18037766218185425,0.12216347455978394,0.11974012851715088,0.14510715007781982,0.0601479709148407,0.12869834899902344,0.014556825160980225,0.0952659547328949,0.056412190198898315,0.10431954264640808,0.0037509799003601074,0.09798327088356018,0.04958611726760864,0.0945376455783844,0.08987143635749817,0.06341704726219177,0.05574330687522888,0.0714879035949707,0.0,0.0701138973236084,0.060210853815078735,0.07077014446258545,0.10718876123428345,0.0316394567489624,0.06565499305725098,0.03793904185295105,0.01636311411857605,0.04473543167114258,0.08111655712127686,0.05063605308532715,0.12642258405685425,0.0,0.08440956473350525,0.010547339916229248,0.060463160276412964,0.022247374057769775,0.10815253853797913,0.029979854822158813,0.14191019535064697,0
4,0.027747005224227905,0.20945611596107483,0.07561200857162476,0.17656069993972778,0.12168878316879272,0.11698761582374573,0.1429690420627594,0.058840662240982056,0.12590551376342773,0.015016227960586548,0.0954807698726654,0.05503499507904053,0.10076510906219482,0.003602355718612671,0.09485980868339539,0.047527045011520386,0.09291720390319824,0.08766397833824158,0.06308424472808838,0.05510622262954712,0.06838950514793396,0.0,0.0669916570186615,0.05988729000091553,0.06888800859451294,0.1075601577758789,0.03139239549636841,0.06593579053878784,0.03573107719421387,0.015075862407684326,0.04181063175201416,0.07860136032104492,0.04858669638633728,0.12414857745170593,0.0,0.08581367135047913,0.007953643798828125,0.05793151259422302,0.01855066418647766,0.10504958033561707,0.027026712894439697,0.13970506191253662,0
5,0.0279233455657959,0.20316123962402344,0.07533705234527588,0.17251473665237427,0.1211385726928711,0.11555790901184082,0.14386966824531555,0.05784046649932861,0.12808823585510254,0.014376997947692871,0.0917283296585083,0.05416259169578552,0.10127872228622437,0.002294003963470459,0.09729275107383728,0.04570701718330383,0.09409847855567932,0.08633619546890259,0.06151852011680603,0.05342060327529907,0.06972980499267578,0.0,0.06934720277786255,0.05874350666999817,0.0706045925617218,0.10472318530082703,0.031142830848693848,0.0634450912475586,0.037664979696273804,0.015461087226867676,0.04423394799232483,0.07861477136611938,0.05004990100860596,0.12301498651504517,0.0,0.08251214027404785,0.00954967737197876,0.0566442608833313,0.022142231464385986,0.10178005695343018,0.030294030904769897,0.1334458887577057,0
6,0.0279233455657959,0.20316123962402344,0.07533705234527588,0.17251473665237427,0.1211385726928711,0.11555790901184082,0.14386966824531555,0.05784046649932861,0.12808823585510254,0.014376997947692871,0.0917283296585083,0.05416259169578552,0.10127872228622437,0.002294003963470459,0.09729275107383728,0.04570701718330383,0.09409847855567932,0.08633619546890259,0.06151852011680603,0.05342060327529907,0.06972980499267578,0.0,0.06934720277786255,0.05874350666999817,0.0706045925617218,0.10472318530082703,0.031142830848693848,0.0634450912475586,0.037664979696273804,0.015461087226867676,0.04423394799232483,0.07861477136611938,0.05004990100860596,0.12301498651504517,0.0,0.08251214027404785,0.00954967737197876,0.0566442608833313,0.022142231464385986,0.10178005695343018,0.030294030904769897,0.1334458887577057,0
7,0.0293101966381073,0.20123398303985596,0.0754416286945343,0.17420697212219238,0.12172088027000427,0.116432785987854,0.14262112975120544,0.057391077280044556,0.1276407241821289,0.012262523174285889,0.0949883759021759,0.0550384521484375,0.10241156816482544,0.00452423095703125,0.09635251760482788,0.04962882399559021,0.09308773279190063,0.08873045444488525,0.06362596154212952,0.05393800139427185,0.0706726610660553,0.0,0.06929361820220947,0.06123310327529907,0.06975913047790527,0.10699537396430969,0.03226223587989807,0.06290894746780396,0.03884333372116089,0.014499515295028687,0.045130014419555664,0.07933607697486877,0.050689369440078735,0.12322720885276794,0.0,0.08039411902427673,0.00975179672241211,0.05553272366523743,0.022166311740875244,0.1020977795124054,0.030850470066070557,0.1338726282119751,0
8,0.0293101966381073,0.20123398303985596,0.0754416286945343,0.17420697212219238,0.12172088027000427,0.116432785987854,0.14262112975120544,0.057391077280044556,0.1276407241821289,0.012262523174285889,0.0949883759021759,0.0550384521484375,0.10241156816482544,0.00452423095703125,0.09635251760482788,0.04962882399559021,0.09308773279190063,0.08873045444488525,0.06362596154212952,0.05393800139427185,0.0706726610660553,0.0,0.06929361820220947,0.06123310327529907,0.06975913047790527,0.10699537396430969,0.03226223587989807,0.06290894746780396,0.03884333372116089,0.014499515295028687,0.045130014419555664,0.07933607697486877,0.050689369440078735,0.12322720885276794,0.0,0.08039411902427673,0.00975179672241211,0.05553272366523743,0.022166311740875244,0.1020977795124054,0.030850470066070557,0.1338726282119751,0
9,0.0293101966381073,0.20123398303985596,0.0754416286945343,0.17420697212219238,0.12172088027000427,0.116432785987854,0.14262112975120544,0.057391077280044556,0.1276407241821289,0.012262523174285889,0.0949883759021759,0.0550384521484375,0.10241156816482544,0.00452423095703125,0.09635251760482788,0.04962882399559021,0.09308773279190063,0.08873045444488525,0.06362596154212952,0.05393800139427185,0.0706726610660553,0.0,0.06929361820220947,0.06123310327529907,0.06975913047790527,0.10699537396430969,0.03226223587989807,0.06290894746780396,0.03884333372116089,0.014499515295028687,0.045130014419555664,0.07933607697486877,0.050689369440078735,0.12322720885276794,0.0,0.08039411902427673,0.00975179672241211,0.05553272366523743,0.022166311740875244,0.1020977795124054,0.030850470066070557,0.1338726282119751,0
